orp_nazev,Index_vzdelavacich_problemu,Index_destabilizujici_chudoby,Index_soc_znevyhodneni,Index_zaostavani,Index_financovani,celkem,podil,podil_0_18,datum,day_no
Tanvald,velmi vysoké,velmi vysoké,vysoké,Více vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",830,0.040939133866035315,0.41445783132530123,2022-05-08,37
Turnov,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,997,0.02948744491437698,0.39418254764292876,2022-05-08,37
Železný Brod,nízké,nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,285,0.02343557273250555,0.4456140350877193,2022-05-08,37
Broumov,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,472,0.029879090966639234,0.4343220338983051,2022-05-08,37
Dobruška,nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,417,0.020717408585055642,0.4172661870503597,2022-05-08,37
Dvůr Králové nad Labem,nízké,vysoké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,511,0.01900688116049842,0.40313111545988256,2022-05-08,37
Hořice,velmi vysoké,nízké,nízké,Výrazně více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,499,0.02718753405252261,0.42685370741482964,2022-05-08,37
Hradec Králové,velmi nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,3879,0.026384524343957882,0.3727764887857695,2022-05-08,37
Jaroměř,velmi vysoké,vysoké,vysoké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,574,0.029846089850249585,0.3641114982578397,2022-05-08,37
Jičín,nízké,střední,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1284,0.026478048378116428,0.4221183800623053,2022-05-08,37
Kostelec nad Orlicí,vysoké,střední,velmi nízké,Více vzdělávacích problémů než očekáváno,52 - 56 tisíc Kč,586,0.023410035155001598,0.42832764505119453,2022-05-08,37
Náchod,nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1727,0.028620198203572967,0.3827446438911407,2022-05-08,37
Nová Paka,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",463,0.03484609016331753,0.38228941684665224,2022-05-08,37
Nové Město nad Metují,velmi nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,341,0.024156984981581184,0.41642228739002934,2022-05-08,37
Nový Bydžov,střední,střední,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,437,0.025090428891313084,0.39816933638443935,2022-05-08,37
Rychnov nad Kněžnou,nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1385,0.040529072659702105,0.35451263537906136,2022-05-08,37
Trutnov,nízké,vysoké,střední,Méně vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",1299,0.020604003426069852,0.40261739799846036,2022-05-08,37
Vrchlabí,velmi vysoké,střední,nízké,Výrazně více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,1125,0.04093439580831787,0.38755555555555554,2022-05-08,37
Česká Třebová,velmi vysoké,vysoké,střední,Výrazně více vzdělávacích problémů než očekáváno,52 - 56 tisíc Kč,266,0.014899456673948356,0.424812030075188,2022-05-08,37
Hlinsko,vysoké,velmi nízké,vysoké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,443,0.021079177769318613,0.33860045146726864,2022-05-08,37
Holice,střední,velmi nízké,velmi nízké,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,703,0.038960319219685215,0.32716927453769556,2022-05-08,37
Chrudim,vysoké,nízké,střední,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,2285,0.02730249008268413,0.39431072210065643,2022-05-08,37
Králíky,velmi vysoké,vysoké,velmi vysoké,Více vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",238,0.027616616384311905,0.3949579831932773,2022-05-08,37
Lanškroun,nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,548,0.023738358241282217,0.3886861313868613,2022-05-08,37
Litomyšl,nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,831,0.030655157149181055,0.3309265944645006,2022-05-08,37
Moravská Třebová,vysoké,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,311,0.011974434005852456,0.3279742765273312,2022-05-08,37
Pardubice,vysoké,střední,velmi nízké,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,4817,0.036463971295125776,0.36391945194104214,2022-05-08,37
Polička,nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,611,0.031149630384909508,0.36006546644844517,2022-05-08,37
Přelouč,vysoké,střední,střední,Výrazně více vzdělávacích problémů než očekáváno,52 - 56 tisíc Kč,775,0.02981916121585225,0.35870967741935483,2022-05-08,37
Svitavy,střední,vysoké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,428,0.01367193739019326,0.42757009345794394,2022-05-08,37
Ústí nad Orlicí,střední,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,472,0.017803930443966654,0.3728813559322034,2022-05-08,37
Vysoké Mýto,velmi vysoké,nízké,velmi nízké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,920,0.028323379102272027,0.3652173913043478,2022-05-08,37
Žamberk,střední,velmi nízké,velmi nízké,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,668,0.022673274047926142,0.39820359281437123,2022-05-08,37
Bystřice nad Pernštejnem,nízké,nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",304,0.015458937198067632,0.4375,2022-05-08,37
Havlíčkův Brod,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1116,0.02111556800121093,0.4336917562724014,2022-05-08,37
Humpolec,velmi nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,654,0.03649960933139859,0.3669724770642202,2022-05-08,37
Chotěboř,nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,292,0.013417267839911777,0.3972602739726027,2022-05-08,37
Jihlava,nízké,nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,3041,0.030066044451475125,0.3544886550476817,2022-05-08,37
Moravské Budějovice,vysoké,nízké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,201,0.00877154702160157,0.3283582089552239,2022-05-08,37
Náměšť nad Oslavou,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,258,0.019227902817111342,0.41472868217054265,2022-05-08,37
Nové Město na Moravě,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,415,0.02142930909841991,0.41445783132530123,2022-05-08,37
Pacov,střední,velmi nízké,nízké,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,336,0.03609410248146955,0.3898809523809524,2022-05-08,37
Pelhřimov,nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1416,0.03141709746843869,0.3771186440677966,2022-05-08,37
Světlá nad Sázavou,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,368,0.01880333145981299,0.42391304347826086,2022-05-08,37
Telč,velmi nízké,velmi nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,295,0.022786961223543952,0.46779661016949153,2022-05-08,37
Třebíč,velmi nízké,nízké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1154,0.015593751689097886,0.3804159445407279,2022-05-08,37
Velké Meziříčí,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,770,0.021137586471944657,0.34805194805194806,2022-05-08,37
Žďár nad Sázavou,velmi nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,951,0.022385951697189398,0.37013669821240797,2022-05-08,37
Blansko,velmi nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1293,0.022666316066263476,0.36117556071152357,2022-05-08,37
Boskovice,velmi nízké,nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,948,0.018210107762346568,0.38396624472573837,2022-05-08,37
Brno,nízké,vysoké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,16231,0.042444528706476116,0.35875793235167275,2022-05-08,37
Břeclav,nízké,střední,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1517,0.025451311992483724,0.3744232036914964,2022-05-08,37
Bučovice,střední,střední,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,303,0.01871525633106856,0.3333333333333333,2022-05-08,37
Hodonín,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,680,0.011225011967843642,0.3073529411764706,2022-05-08,37
Hustopeče,nízké,nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,753,0.020647673366420795,0.42762284196547146,2022-05-08,37
Ivančice,střední,střední,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,380,0.015413945564434348,0.3605263157894737,2022-05-08,37
Kuřim,nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,673,0.02857264158953893,0.4264487369985141,2022-05-08,37
Kyjov,nízké,nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,635,0.011435260219701062,0.3606299212598425,2022-05-08,37
Mikulov,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,609,0.029839776569160665,0.4072249589490969,2022-05-08,37
Moravský Krumlov,střední,střední,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",354,0.01572913889629432,0.4124293785310734,2022-05-08,37
Pohořelice,velmi vysoké,nízké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,513,0.03444108761329305,0.2982456140350877,2022-05-08,37
Rosice,velmi nízké,nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,527,0.019931921331316188,0.42125237191650855,2022-05-08,37
Slavkov u Brna,nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,338,0.013924363516519734,0.4230769230769231,2022-05-08,37
Šlapanice,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1495,0.02102613147309499,0.40735785953177256,2022-05-08,37
Tišnov,velmi nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,631,0.019783665151277628,0.39144215530903326,2022-05-08,37
Veselí nad Moravou,nízké,nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,774,0.020641100858712465,0.38242894056847543,2022-05-08,37
Vyškov,střední,nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,880,0.016835338906850836,0.3886363636363636,2022-05-08,37
Znojmo,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,2143,0.023281837342198467,0.4050396640223985,2022-05-08,37
Židlochovice,střední,velmi nízké,střední,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,611,0.018022003952452584,0.3617021276595745,2022-05-08,37
Hranice,střední,střední,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,859,0.025223902510644547,0.309662398137369,2022-05-08,37
Jeseník,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",660,0.01750245299530616,0.3924242424242424,2022-05-08,37
Konice,nízké,velmi nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,153,0.014371594965245163,0.45751633986928103,2022-05-08,37
Lipník nad Bečvou,nízké,střední,vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",205,0.013577058083316777,0.3902439024390244,2022-05-08,37
Litovel,střední,nízké,střední,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",470,0.0199203187250996,0.3468085106382979,2022-05-08,37
Mohelnice,velmi nízké,nízké,velmi vysoké,Méně vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",394,0.021409552790305927,0.4086294416243655,2022-05-08,37
Olomouc,nízké,střední,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,3089,0.018675485477981184,0.3800582712852056,2022-05-08,37
Prostějov,vysoké,střední,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1306,0.013345868503341577,0.39127105666156203,2022-05-08,37
Přerov,vysoké,vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1008,0.012639973917514138,0.3531746031746032,2022-05-08,37
Šternberk,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,226,0.009382654543944867,0.4336283185840708,2022-05-08,37
Šumperk,vysoké,vysoké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1193,0.01741275378395341,0.40737636211232187,2022-05-08,37
Uničov,nízké,střední,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,294,0.013150831991411701,0.3877551020408163,2022-05-08,37
Zábřeh,nízké,nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,330,0.009984569301987836,0.36666666666666664,2022-05-08,37
Bystřice pod Hostýnem,vysoké,nízké,velmi vysoké,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,308,0.020229885057471263,0.5162337662337663,2022-05-08,37
Holešov,velmi nízké,nízké,střední,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,194,0.009015288814535992,0.3917525773195876,2022-05-08,37
Kroměříž,nízké,střední,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1001,0.014702858317910754,0.3786213786213786,2022-05-08,37
Luhačovice,velmi nízké,velmi nízké,nízké,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,502,0.02703721656702752,0.3605577689243028,2022-05-08,37
Otrokovice,střední,nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,745,0.021929824561403508,0.3825503355704698,2022-05-08,37
Rožnov pod Radhoštěm,velmi nízké,velmi nízké,střední,Méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,657,0.018748394829209827,0.4155251141552511,2022-05-08,37
Uherské Hradiště,velmi nízké,nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1516,0.016906434705029554,0.37269129287598945,2022-05-08,37
Uherský Brod,velmi nízké,velmi nízké,střední,Výrazně méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,760,0.014626635873749037,0.3236842105263158,2022-05-08,37
Valašské Klobouky,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,294,0.012753220838936364,0.4013605442176871,2022-05-08,37
Valašské Meziříčí,velmi nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1048,0.02511563256404726,0.3473282442748092,2022-05-08,37
Vizovice,velmi nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,300,0.017429700209156403,0.31,2022-05-08,37
Vsetín,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,836,0.012836655099345883,0.39832535885167464,2022-05-08,37
Zlín,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1753,0.017713690975415055,0.36737022247575585,2022-05-08,37
Bílovec,střední,vysoké,střední,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,377,0.01469785575048733,0.34748010610079577,2022-05-08,37
Bohumín,vysoké,velmi vysoké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,496,0.01494966544095485,0.2903225806451613,2022-05-08,37
Bruntál,vysoké,velmi vysoké,velmi vysoké,Výrazně méně vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",422,0.01169687898442264,0.3909952606635071,2022-05-08,37
Český Těšín,nízké,vysoké,vysoké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,247,0.009694638511657116,0.44129554655870445,2022-05-08,37
Frenštát pod Radhoštěm,střední,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,268,0.013739362247513586,0.48880597014925375,2022-05-08,37
Frýdek-Místek,velmi nízké,střední,nízké,Méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,3931,0.03500788144876168,0.5362503179852455,2022-05-08,37
